Post ID,發布時間 (GMT+8),貼文連結,抓取日期,讚數,留言數,分享數,點擊數,觸及人數,影片觀看,自然觀看,付費觀看,讚,愛心,哇,哈哈,嗚嗚,怒,data_updated_at
103640919705348_1071523838505046,2025-08-06 18:30:03,https://www.facebook.com/1115814590742637/posts/1071523838505046,2025-12-16,0,0,0,145,55405,0,0,0,41,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1071411155182981,2025-08-06 15:08:50,https://www.facebook.com/1115814590742637/posts/1071411155182981,2025-12-16,0,0,0,132,3961,0,0,0,44,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_730827542914995,2025-08-01 16:36:08,https://www.facebook.com/events/730827542914995/,2025-12-16,0,0,0,21,823,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1067211618936268,2025-08-01 12:32:47,https://www.facebook.com/1115814590742637/posts/1067211618936268,2025-12-16,0,0,0,485,3386,0,0,0,80,1,0,2,0,0,2026-01-15 14:58:28
103640919705348_1064189092571854,2025-07-28 17:30:07,https://www.facebook.com/1115814590742637/posts/1064189092571854,2025-12-16,0,0,0,68,2612,0,0,0,34,0,0,2,0,0,2026-01-15 14:58:28
103640919705348_1061701299487300,2025-07-25 12:05:04,https://www.facebook.com/1115814590742637/posts/1061701299487300,2025-12-16,0,0,0,140,2304,0,0,0,73,4,0,3,0,1,2026-01-15 14:58:28
103640919705348_1061111459546284,2025-07-24 18:30:03,https://www.facebook.com/1115814590742637/posts/1061111459546284,2025-12-16,0,0,0,315,12654,0,0,0,76,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1061016356222461,2025-07-24 15:30:03,https://www.facebook.com/1115814590742637/posts/1061016356222461,2025-12-16,0,0,0,497,7167,0,0,0,254,1,3,28,1,23,2026-01-15 14:58:28
103640919705348_779211051197666,2025-07-23 17:30:24,https://www.facebook.com/events/779211051197666/,2025-12-16,0,0,0,24,617,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1060210352969728,2025-07-23 13:55:02,https://www.facebook.com/1115814590742637/posts/1060210352969728,2025-12-16,0,0,0,50,2167,0,0,0,55,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1059604763030287,2025-07-22 18:36:04,https://www.facebook.com/1115814590742637/posts/1059604763030287,2025-12-16,0,0,0,39,1384,0,0,0,30,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1058806239776806,2025-07-21 17:40:02,https://www.facebook.com/1115814590742637/posts/1058806239776806,2025-12-16,0,0,0,62,2563,0,0,0,33,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1057283699929060,2025-07-19 16:30:03,https://www.facebook.com/1115814590742637/posts/1057283699929060,2025-12-16,0,0,0,57,1301,0,0,0,26,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1056501150007315,2025-07-18 15:30:07,https://www.facebook.com/1115814590742637/posts/1056501150007315,2025-12-16,0,0,0,83,1545,0,0,0,32,0,0,1,0,0,2026-01-15 14:58:28
103640919705348_1055122983478465,2025-07-16 17:30:02,https://www.facebook.com/1115814590742637/posts/1055122983478465,2025-12-16,0,0,0,54,1772,0,0,0,38,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1054387103552053,2025-07-15 18:00:07,https://www.facebook.com/1115814590742637/posts/1054387103552053,2025-12-16,0,0,0,103,1730,0,0,0,35,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1054303536893743,2025-07-15 15:30:03,https://www.facebook.com/1115814590742637/posts/1054303536893743,2025-12-16,0,0,0,72,1266,0,0,0,40,0,0,1,0,0,2026-01-15 14:58:28
103640919705348_1052003623790401,2025-07-12 15:30:06,https://www.facebook.com/1115814590742637/posts/1052003623790401,2025-12-16,0,0,0,25,896,0,0,0,9,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1050607690596661,2025-07-10 18:05:12,https://www.facebook.com/1115814590742637/posts/1050607690596661,2025-12-16,0,0,0,54,1885,0,0,0,30,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1049861447337952,2025-07-09 17:34:08,https://www.facebook.com/1115814590742637/posts/1049861447337952,2025-12-16,0,0,0,203,2090,0,0,0,49,2,0,0,0,0,2026-01-15 14:58:28
103640919705348_1049646100692820,2025-07-09 10:19:35,https://www.facebook.com/1115814590742637/videos/1239278807678565,2025-12-16,0,0,0,32,1923,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1049178747406222,2025-07-08 19:00:14,https://www.facebook.com/1115814590742637/posts/1049178747406222,2025-12-16,0,0,0,51,2237,0,0,0,57,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_656537630733748,2025-07-08 17:00:31,https://www.facebook.com/events/656537630733748/,2025-12-16,0,0,0,15,660,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1049071930750237,2025-07-08 15:30:03,https://www.facebook.com/1115814590742637/posts/1049071930750237,2025-12-16,0,0,0,1148,38148,0,0,0,125,2,0,2,0,2,2026-01-15 14:58:28
103640919705348_1048372330820197,2025-07-07 17:40:04,https://www.facebook.com/1115814590742637/posts/1048372330820197,2025-12-16,0,0,0,25,1173,0,0,0,19,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1365466004548152,2025-07-07 16:38:00,https://www.facebook.com/events/1365466004548152/,2025-12-16,0,0,0,27,556,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1046048367719260,2025-07-04 18:27:10,https://www.facebook.com/1115814590742637/posts/1046048367719260,2025-12-16,0,0,0,1790,16168,0,0,0,118,0,1,20,0,11,2026-01-15 14:58:28
103640919705348_1044499897874107,2025-07-02 17:40:03,https://www.facebook.com/1115814590742637/posts/1044499897874107,2025-12-16,0,0,0,1017,7302,0,0,0,66,0,1,6,0,13,2026-01-15 14:58:28
103640919705348_1043004884690275,2025-06-30 17:30:07,https://www.facebook.com/1115814590742637/posts/1043004884690275,2025-12-16,0,0,0,702,4588,0,0,0,50,0,0,9,0,11,2026-01-15 14:58:28
103640919705348_1040571028266994,2025-06-27 13:31:02,https://www.facebook.com/1115814590742637/posts/1040571028266994,2025-12-16,0,0,0,100,2414,0,0,0,58,2,1,1,0,1,2026-01-15 14:58:28
103640919705348_1039905641666866,2025-06-26 18:00:11,https://www.facebook.com/1115814590742637/posts/1039905641666866,2025-12-16,0,0,0,86,4112,0,0,0,40,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1037596958564401,2025-06-23 18:20:02,https://www.facebook.com/1115814590742637/posts/1037596958564401,2025-12-16,0,0,0,192,6981,0,0,0,74,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1035351315455632,2025-06-20 18:01:57,https://www.facebook.com/1115814590742637/posts/1035351315455632,2025-12-16,0,0,0,70,2424,0,0,0,37,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1033873525603411,2025-06-18 18:30:02,https://www.facebook.com/1115814590742637/posts/1033873525603411,2025-12-16,0,0,0,39,1053,0,0,0,23,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1029668959357201,2025-06-13 14:00:09,https://www.facebook.com/1115814590742637/posts/1029668959357201,2025-12-16,0,0,0,2054,13155,0,0,0,191,5,1,30,0,0,2026-01-15 14:58:28
103640919705348_1028296989494398,2025-06-11 18:10:02,https://www.facebook.com/1115814590742637/posts/1028296989494398,2025-12-16,0,0,0,24,998,0,0,0,17,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1024625839861513,2025-06-06 18:00:33,https://www.facebook.com/1115814590742637/posts/1024625839861513,2025-12-16,0,0,0,20,1450,0,0,0,27,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1021663260157771,2025-06-02 18:20:03,https://www.facebook.com/1115814590742637/posts/1021663260157771,2025-12-16,0,0,0,99,1595,0,0,0,31,5,0,0,0,0,2026-01-15 14:58:28
103640919705348_1019436633713767,2025-05-30 18:30:03,https://www.facebook.com/1115814590742637/posts/1019436633713767,2025-12-16,0,0,0,10,1388,0,0,0,24,1,0,0,2,0,2026-01-15 14:58:28
103640919705348_1018683127122451,2025-05-29 18:30:08,https://www.facebook.com/1115814590742637/posts/1018683127122451,2025-12-16,0,0,0,145,2328,0,0,0,45,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1017199143937516,2025-05-27 18:30:02,https://www.facebook.com/1115814590742637/posts/1017199143937516,2025-12-16,0,0,0,229,3094,0,0,0,54,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1364026408200422,2025-05-26 16:55:31,https://www.facebook.com/events/1364026408200422/,2025-12-16,0,0,0,29,600,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1013556827635081,2025-05-22 18:00:49,https://www.facebook.com/1115814590742637/posts/1013556827635081,2025-12-16,0,0,0,286,3274,0,0,0,69,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1011379271186170,2025-05-19 18:00:41,https://www.facebook.com/1115814590742637/posts/1011379271186170,2025-12-16,0,0,0,52,1480,0,0,0,33,9,0,0,0,0,2026-01-15 14:58:28
103640919705348_1009880031336094,2025-05-17 15:29:07,https://www.facebook.com/1115814590742637/posts/1009880031336094,2025-12-16,0,0,0,381,8699,0,0,0,206,3,0,2,0,2,2026-01-15 14:58:28
103640919705348_1009170378073726,2025-05-16 14:09:32,https://www.facebook.com/1115814590742637/posts/1009170378073726,2025-12-16,0,0,0,140,4806,0,0,0,41,1,0,0,0,1,2026-01-15 14:58:28
103640919705348_1008607594796671,2025-05-15 18:00:14,https://www.facebook.com/1115814590742637/posts/1008607594796671,2025-12-16,0,0,0,32,2354,0,0,0,12,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1007956798195084,2025-05-14 18:17:11,https://www.facebook.com/1115814590742637/posts/1007956798195084,2025-12-16,0,0,0,69,3893,0,0,0,13,2,0,0,0,0,2026-01-15 14:58:28
103640919705348_1007305914926839,2025-05-13 18:25:01,https://www.facebook.com/1115814590742637/posts/1007305914926839,2025-12-16,0,0,0,395,6112,0,0,0,123,0,0,3,1,14,2026-01-15 14:58:28
103640919705348_1007183431605754,2025-05-13 13:32:34,https://www.facebook.com/1115814590742637/posts/1007183431605754,2025-12-16,0,0,0,193,6671,0,0,0,48,3,0,0,0,1,2026-01-15 14:58:28
103640919705348_1006587008332063,2025-05-12 16:00:08,https://www.facebook.com/1115814590742637/posts/1006587008332063,2025-12-16,0,0,0,93,3795,0,0,0,42,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1006499581674139,2025-05-12 12:31:21,https://www.facebook.com/1115814590742637/posts/1006499581674139,2025-12-16,0,0,0,188,2715,0,0,0,68,1,0,2,0,1,2026-01-15 14:58:28
103640919705348_1005884461735651,2025-05-11 15:06:09,https://www.facebook.com/1115814590742637/posts/1005884461735651,2025-12-16,0,0,0,141,6375,0,0,0,38,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_1004424321881665,2025-05-09 11:10:16,https://www.facebook.com/1115814590742637/posts/1004424321881665,2025-12-16,0,0,0,1838,24553,0,0,0,285,1,1,33,2,23,2026-01-15 14:58:28
103640919705348_1004047101919387,2025-05-08 21:00:03,https://www.facebook.com/1115814590742637/posts/1004047101919387,2025-12-16,0,0,0,39,1820,0,0,0,18,1,0,1,0,1,2026-01-15 14:58:28
103640919705348_1003928685264562,2025-05-08 16:54:51,https://www.facebook.com/1115814590742637/posts/1003928685264562,2025-12-16,0,0,0,746,4514,0,0,0,72,0,1,14,0,9,2026-01-15 14:58:28
103640919705348_1003287185328712,2025-05-07 17:30:09,https://www.facebook.com/1115814590742637/posts/1003287185328712,2025-12-16,0,0,0,168,7186,0,0,0,39,4,1,0,0,0,2026-01-15 14:58:28
103640919705348_1002579615399469,2025-05-06 17:30:04,https://www.facebook.com/1115814590742637/posts/1002579615399469,2025-12-16,0,0,0,392,7601,0,0,0,48,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1001961582127939,2025-05-05 21:00:12,https://www.facebook.com/1115814590742637/posts/1001961582127939,2025-12-16,0,0,0,107,2819,0,0,0,43,0,0,2,0,0,2026-01-15 14:58:28
103640919705348_1001858605471570,2025-05-05 17:59:06,https://www.facebook.com/1115814590742637/posts/1001858605471570,2025-12-16,0,0,0,372,6243,0,0,0,114,2,0,0,0,0,2026-01-15 14:58:28
103640919705348_1000520205605410,2025-05-03 21:34:32,https://www.facebook.com/1115814590742637/posts/1000520205605410,2025-12-16,0,0,0,72,1691,0,0,0,22,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1000156678975096,2025-05-03 09:44:13,https://www.facebook.com/1115814590742637/posts/1000156678975096,2025-12-16,0,0,0,25,1031,0,0,0,19,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_999744559016308,2025-05-02 20:24:12,https://www.facebook.com/1115814590742637/posts/999744559016308,2025-12-16,0,0,0,15,1173,0,0,0,19,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_999605212363576,2025-05-02 16:01:09,https://www.facebook.com/1115814590742637/posts/999605212363576,2025-12-16,0,0,0,54,1414,0,0,0,18,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_998943939096370,2025-05-01 18:50:33,https://www.facebook.com/1115814590742637/posts/998943939096370,2025-12-16,0,0,0,40,1543,0,0,0,22,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_998689409121823,2025-05-01 10:26:22,https://www.facebook.com/1115814590742637/posts/998689409121823,2025-12-16,0,0,0,711,13309,0,0,0,219,13,0,0,0,0,2026-01-15 14:58:28
103640919705348_998184885838942,2025-04-30 18:30:04,https://www.facebook.com/1115814590742637/posts/998184885838942,2025-12-16,0,0,0,42,1275,0,0,0,26,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_997432835914147,2025-04-29 18:00:10,https://www.facebook.com/1115814590742637/posts/997432835914147,2025-12-16,0,0,0,326,6878,0,0,0,81,5,0,0,0,1,2026-01-15 14:58:28
103640919705348_996100472714050,2025-04-27 22:08:05,https://www.facebook.com/1115814590742637/posts/996100472714050,2025-12-16,0,0,0,275,2892,0,0,0,57,2,1,0,0,0,2026-01-15 14:58:28
103640919705348_995725756084855,2025-04-27 10:29:28,https://www.facebook.com/1115814590742637/posts/995725756084855,2025-12-16,0,0,0,73,2392,0,0,0,36,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_995351726122258,2025-04-26 22:16:06,https://www.facebook.com/1115814590742637/posts/995351726122258,2025-12-16,0,0,0,193,3269,0,0,0,63,4,0,0,0,0,2026-01-15 14:58:28
103640919705348_995009299489834,2025-04-26 11:26:07,https://www.facebook.com/1115814590742637/posts/995009299489834,2025-12-16,0,0,0,75,1134,0,0,0,20,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_994653652858732,2025-04-25 23:28:42,https://www.facebook.com/1115814590742637/posts/994653652858732,2025-12-16,0,0,0,296,6950,0,0,0,64,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_994377949552969,2025-04-25 15:20:24,https://www.facebook.com/1115814590742637/posts/994377949552969,2025-12-16,0,0,0,42,1646,0,0,0,22,2,0,0,0,0,2026-01-15 14:58:28
103640919705348_993649166292514,2025-04-24 16:00:09,https://www.facebook.com/1115814590742637/posts/993649166292514,2025-12-16,0,0,0,87,1985,0,0,0,23,4,0,0,0,0,2026-01-15 14:58:28
103640919705348_992943969696367,2025-04-23 18:04:07,https://www.facebook.com/1115814590742637/videos/689420793458100,2025-12-16,0,0,0,29,2839,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_992190873105010,2025-04-22 17:58:49,https://www.facebook.com/1115814590742637/posts/992190873105010,2025-12-16,0,0,0,46,1318,0,0,0,22,0,1,0,0,1,2026-01-15 14:58:28
103640919705348_991438726513558,2025-04-21 17:54:00,https://www.facebook.com/1115814590742637/posts/991438726513558,2025-12-16,0,0,0,970,14351,0,0,0,153,3,0,0,0,1,2026-01-15 14:58:28
103640919705348_991283089862455,2025-04-21 12:37:00,https://www.facebook.com/1115814590742637/posts/991283089862455,2025-12-16,0,0,0,80,2190,0,0,0,32,0,2,0,0,0,2026-01-15 14:58:28
103640919705348_990448053279292,2025-04-20 10:01:14,https://www.facebook.com/1115814590742637/videos/663531042972454,2025-12-16,0,0,0,23,1277,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_989706996686731,2025-04-19 10:00:36,https://www.facebook.com/1115814590742637/posts/989706996686731,2025-12-16,0,0,0,55,1450,0,0,0,14,1,0,1,0,0,2026-01-15 14:58:28
103640919705348_989092733414824,2025-04-18 14:00:20,https://www.facebook.com/1115814590742637/posts/989092733414824,2025-12-16,0,0,0,188,1833,0,0,0,24,4,0,0,0,0,2026-01-15 14:58:28
103640919705348_988955163428581,2025-04-18 09:30:04,https://www.facebook.com/1115814590742637/posts/988955163428581,2025-12-16,0,0,0,137,3672,0,0,0,59,2,0,0,0,0,2026-01-15 14:58:28
103640919705348_987578980232866,2025-04-16 13:35:55,https://www.facebook.com/1115814590742637/videos/1157094952833038,2025-12-16,0,0,0,22,1890,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_987058363618261,2025-04-15 21:00:06,https://www.facebook.com/1115814590742637/posts/987058363618261,2025-12-16,0,0,0,27,1595,0,0,0,24,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_986939143630183,2025-04-15 17:29:45,https://www.facebook.com/1115814590742637/videos/940850434624387,2025-12-16,0,0,0,17,2093,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_986180220372742,2025-04-14 17:57:10,https://www.facebook.com/1115814590742637/posts/986180220372742,2025-12-16,0,0,0,162,2110,0,0,0,30,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_984377827219648,2025-04-12 10:00:47,https://www.facebook.com/1115814590742637/videos/1740923700160797,2025-12-16,0,0,0,28,1543,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_983637847293646,2025-04-11 11:04:11,https://www.facebook.com/1115814590742637/posts/983637847293646,2025-12-16,0,0,0,43,1102,0,0,0,25,1,1,0,0,0,2026-01-15 14:58:28
103640919705348_983191377338293,2025-04-10 21:01:11,https://www.facebook.com/1115814590742637/posts/983191377338293,2025-12-16,0,0,0,254,4704,0,0,0,87,5,0,0,0,1,2026-01-15 14:58:28
103640919705348_983128490677915,2025-04-10 19:20:58,https://www.facebook.com/1115814590742637/videos/10045379062148568,2025-12-16,0,0,0,128,3289,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_1346086456722618,2025-04-10 12:31:49,https://www.facebook.com/events/1346086456722618/,2025-12-16,0,0,0,11,538,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_982311137426317,2025-04-09 17:54:13,https://www.facebook.com/1115814590742637/posts/982311137426317,2025-12-16,0,0,0,29,1299,0,0,0,18,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_981449580845806,2025-04-08 14:40:09,https://www.facebook.com/1115814590742637/videos/659382186738508,2025-12-16,0,0,0,36,1420,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_980790347578396,2025-04-07 18:21:23,https://www.facebook.com/1115814590742637/posts/980790347578396,2025-12-16,0,0,0,295,8245,0,0,0,145,7,0,0,0,0,2026-01-15 14:58:28
103640919705348_977394514584646,2025-04-03 11:41:39,https://www.facebook.com/1115814590742637/posts/977394514584646,2025-12-16,0,0,0,28,1331,0,0,0,19,3,0,0,0,0,2026-01-15 14:58:28
103640919705348_976735364650561,2025-04-02 17:52:05,https://www.facebook.com/1115814590742637/posts/976735364650561,2025-12-16,0,0,0,199,5309,0,0,0,70,1,0,0,1,0,2026-01-15 14:58:28
103640919705348_976590611331703,2025-04-02 13:30:21,https://www.facebook.com/1115814590742637/posts/976590611331703,2025-12-16,0,0,0,12,1076,0,0,0,22,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_975929488064482,2025-04-01 17:55:53,https://www.facebook.com/1115814590742637/posts/975929488064482,2025-12-16,0,0,0,84,1964,0,0,0,29,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_975125134811584,2025-03-31 18:00:12,https://www.facebook.com/1115814590742637/posts/975125134811584,2025-12-16,0,0,0,130,5689,0,0,0,38,2,1,0,1,0,2026-01-15 14:58:28
103640919705348_974959011494863,2025-03-31 12:59:40,https://www.facebook.com/1115814590742637/posts/974959011494863,2025-12-16,0,0,0,363,8060,0,0,0,94,0,4,2,1,13,2026-01-15 14:58:28
103640919705348_973624888294942,2025-03-29 20:12:44,https://www.facebook.com/1115814590742637/videos/1387438832392041,2025-12-16,0,0,0,6,621,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_972749385049159,2025-03-28 16:00:15,https://www.facebook.com/1115814590742637/posts/972749385049159,2025-12-16,0,0,0,39,2563,0,0,0,25,1,0,0,0,0,2026-01-15 14:58:28
103640919705348_972572488400182,2025-03-28 09:53:20,https://www.facebook.com/1115814590742637/videos/1051286773686578,2025-12-16,0,0,0,42,1314,0,0,0,0,0,0,0,0,0,2026-01-15 14:58:28
103640919705348_971893971801367,2025-03-27 11:40:41,https://www.facebook.com/1115814590742637/posts/971893971801367,2025-12-16,0,0,0,104,2518,0,0,0,44,0,0,1,0,0,2026-01-15 14:58:28
103640919705348_971354018522029,2025-03-26 18:00:05,https://www.facebook.com/1115814590742637/posts/971354018522029,2025-12-16,0,0,0,71,1941,0,0,0,15,0,0,0,0,0,2026-01-15 14:58:28
